bjd_cd,center_long,center_lati,bjd_nm,level,sd_cd,sd_nm,sgg_cd,sgg_nm,emd_cd,emd_nm
4521045033,126.9898964,35.70778058,전라북도 김제시 금산면 구월리,3,45,전라북도,45210,김제시,45210450,금산면
4521046000,126.7352242,35.82441202,전라북도 김제시 광활면,2,45,전라북도,45210,김제시,45210460,광활면
4521046021,126.7441965,35.82891347,전라북도 김제시 광활면 옥포리,3,45,전라북도,45210,김제시,45210460,광활면
4521046022,126.7580472,35.81447677,전라북도 김제시 광활면 은파리,3,45,전라북도,45210,김제시,45210460,광활면
4521046023,126.7124093,35.8287694,전라북도 김제시 광활면 창제리,3,45,전라북도,45210,김제시,45210460,광활면
4571000000,127.2151146,35.91861444,전라북도 완주군,1,45,전라북도,45710,완주군,45710000,
4571025000,127.0854221,35.91298181,전라북도 완주군 삼례읍,2,45,전라북도,45710,완주군,45710250,삼례읍
4571025021,127.0789064,35.90958419,전라북도 완주군 삼례읍 삼례리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025022,127.062131,35.90857046,전라북도 완주군 삼례읍 후정리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025023,127.0443537,35.91710299,전라북도 완주군 삼례읍 어전리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025024,127.0476138,35.90236276,전라북도 완주군 삼례읍 해전리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025025,127.0933322,35.9204583,전라북도 완주군 삼례읍 신금리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025026,127.1065091,35.92901047,전라북도 완주군 삼례읍 석전리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025027,127.1096547,35.9123684,전라북도 완주군 삼례읍 구와리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025028,127.1227518,35.91327777,전라북도 완주군 삼례읍 신탁리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025029,127.1205381,35.92645098,전라북도 완주군 삼례읍 수계리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025030,127.09977,35.90139617,전라북도 완주군 삼례읍 하리,3,45,전라북도,45710,완주군,45710250,삼례읍
4571025300,127.1377301,35.95018278,전라북도 완주군 봉동읍,2,45,전라북도,45710,완주군,45710253,봉동읍
4571025321,127.1203872,35.98884272,전라북도 완주군 봉동읍 제내리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025322,127.121,35.97263512,전라북도 완주군 봉동읍 장구리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025323,127.1071481,35.94606051,전라북도 완주군 봉동읍 구암리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025324,127.1283792,35.9619699,전라북도 완주군 봉동읍 둔산리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025325,127.1334329,35.94683817,전라북도 완주군 봉동읍 용암리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025326,127.1555188,35.9594714,전라북도 완주군 봉동읍 은하리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025327,127.173453,35.95203676,전라북도 완주군 봉동읍 율소리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025328,127.1612798,35.94177008,전라북도 완주군 봉동읍 장기리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025329,127.160507,35.93079949,전라북도 완주군 봉동읍 낙평리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025330,127.1480574,35.92537527,전라북도 완주군 봉동읍 성덕리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025331,127.1397424,35.93682806,전라북도 완주군 봉동읍 구미리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025332,127.1360629,35.91916916,전라북도 완주군 봉동읍 고천리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025333,127.1607415,35.92199872,전라북도 완주군 봉동읍 신성리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025334,127.1532994,35.90872329,전라북도 완주군 봉동읍 구만리,3,45,전라북도,45710,완주군,45710253,봉동읍
4571025600,127.1807933,35.89698618,전라북도 완주군 용진읍,2,45,전라북도,45710,완주군,45710256,용진읍
4571025621,127.188469,35.86974391,전라북도 완주군 용진읍 상삼리,3,45,전라북도,45710,완주군,45710256,용진읍
4571025622,127.1706611,35.8711016,전라북도 완주군 용진읍 구억리,3,45,전라북도,45710,완주군,45710256,용진읍
4571025623,127.1441584,35.89571912,전라북도 완주군 용진읍 상운리,3,45,전라북도,45710,완주군,45710256,용진읍
4571025624,127.1670541,35.88803826,전라북도 완주군 용진읍 용흥리,3,45,전라북도,45710,완주군,45710256,용진읍
4571025625,127.200625,35.89904293,전라북도 완주군 용진읍 간중리,3,45,전라북도,45710,완주군,45710256,용진읍
4571025626,127.1791371,35.90715759,전라북도 완주군 용진읍 운곡리,3,45,전라북도,45710,완주군,45710256,용진읍
4571025627,127.1789511,35.92858264,전라북도 완주군 용진읍 신지리,3,45,전라북도,45710,완주군,45710256,용진읍
4571032000,127.2298133,35.76078307,전라북도 완주군 상관면,2,45,전라북도,45710,완주군,45710320,상관면
4571032021,127.2065899,35.76604583,전라북도 완주군 상관면 신리,3,45,전라북도,45710,완주군,45710320,상관면
4571032022,127.2217836,35.74214826,전라북도 완주군 상관면 죽림리,3,45,전라북도,45710,완주군,45710320,상관면
4571032023,127.2342665,35.7158017,전라북도 완주군 상관면 용암리,3,45,전라북도,45710,완주군,45710320,상관면
4571032024,127.2411148,35.8029387,전라북도 완주군 상관면 의암리,3,45,전라북도,45710,완주군,45710320,상관면
4571032025,127.2460735,35.7802256,전라북도 완주군 상관면 마치리,3,45,전라북도,45710,완주군,45710320,상관면
4571033000,127.0320276,35.82572662,전라북도 완주군 이서면,2,45,전라북도,45710,완주군,45710330,이서면
4571033023,127.0544554,35.82106893,전라북도 완주군 이서면 금평리,3,45,전라북도,45710,완주군,45710330,이서면
4571033024,127.0479294,35.83811958,전라북도 완주군 이서면 갈산리,3,45,전라북도,45710,완주군,45710330,이서면
4571033025,127.0528757,35.80200309,전라북도 완주군 이서면 이성리,3,45,전라북도,45710,완주군,45710330,이서면
4571033026,127.0383142,35.81747798,전라북도 완주군 이서면 상개리,3,45,전라북도,45710,완주군,45710330,이서면
4571033027,127.0173748,35.83242279,전라북도 완주군 이서면 용서리,3,45,전라북도,45710,완주군,45710330,이서면
4571033028,127.0208967,35.8097597,전라북도 완주군 이서면 은교리,3,45,전라북도,45710,완주군,45710330,이서면
4571033029,127.005808,35.83011325,전라북도 완주군 이서면 이문리,3,45,전라북도,45710,완주군,45710330,이서면
4571033030,127.0207072,35.8542503,전라북도 완주군 이서면 남계리,3,45,전라북도,45710,완주군,45710330,이서면
4571033031,127.0330926,35.84026206,전라북도 완주군 이서면 반교리,3,45,전라북도,45710,완주군,45710330,이서면
4571033032,127.0105153,35.85824898,전라북도 완주군 이서면 금계리,3,45,전라북도,45710,완주군,45710330,이서면
4571034000,127.2557023,35.85777766,전라북도 완주군 소양면,2,45,전라북도,45710,완주군,45710340,소양면
4571034021,127.2194025,35.83879736,전라북도 완주군 소양면 신교리,3,45,전라북도,45710,완주군,45710340,소양면
4571034022,127.2134533,35.87850185,전라북도 완주군 소양면 명덕리,3,45,전라북도,45710,완주군,45710340,소양면
4571034023,127.2299677,35.87142165,전라북도 완주군 소양면 죽절리,3,45,전라북도,45710,완주군,45710340,소양면
4571034024,127.2393938,35.85172536,전라북도 완주군 소양면 황운리,3,45,전라북도,45710,완주군,45710340,소양면
4571034025,127.2418054,35.90363687,전라북도 완주군 소양면 대흥리,3,45,전라북도,45710,완주군,45710340,소양면
4571034026,127.2653373,35.87031945,전라북도 완주군 소양면 해월리,3,45,전라북도,45710,완주군,45710340,소양면
4571034027,127.2640535,35.83280078,전라북도 완주군 소양면 화심리,3,45,전라북도,45710,완주군,45710340,소양면
4571034028,127.298133,35.85216996,전라북도 완주군 소양면 신원리,3,45,전라북도,45710,완주군,45710340,소양면
4571034029,127.2866575,35.81349691,전라북도 완주군 소양면 신촌리,3,45,전라북도,45710,완주군,45710340,소양면
4571035000,127.119558,35.70652513,전라북도 완주군 구이면,2,45,전라북도,45710,완주군,45710350,구이면
4571035021,127.1589543,35.76364996,전라북도 완주군 구이면 평촌리,3,45,전라북도,45710,완주군,45710350,구이면
4571035022,127.1722547,35.74678221,전라북도 완주군 구이면 광곡리,3,45,전라북도,45710,완주군,45710350,구이면
4571035023,127.1401796,35.73966865,전라북도 완주군 구이면 덕천리,3,45,전라북도,45710,완주군,45710350,구이면
4571035024,127.1126074,35.74343065,전라북도 완주군 구이면 두현리,3,45,전라북도,45710,완주군,45710350,구이면
4571035025,127.1126163,35.72938585,전라북도 완주군 구이면 원기리,3,45,전라북도,45710,완주군,45710350,구이면
4571035026,127.1155619,35.71223294,전라북도 완주군 구이면 항가리,3,45,전라북도,45710,완주군,45710350,구이면
4571035027,127.1128604,35.67757504,전라북도 완주군 구이면 계곡리,3,45,전라북도,45710,완주군,45710350,구이면
4571035028,127.1063552,35.64475563,전라북도 완주군 구이면 백여리,3,45,전라북도,45710,완주군,45710350,구이면
4571035029,127.0838389,35.69709705,전라북도 완주군 구이면 안덕리,3,45,전라북도,45710,완주군,45710350,구이면
4571036000,127.2323966,35.97141587,전라북도 완주군 고산면,2,45,전라북도,45710,완주군,45710360,고산면
4571036021,127.2096267,35.97467824,전라북도 완주군 고산면 읍내리,3,45,전라북도,45710,완주군,45710360,고산면
4571036022,127.2011634,35.98792126,전라북도 완주군 고산면 서봉리,3,45,전라북도,45710,완주군,45710360,고산면
4571036023,127.1828637,35.98135937,전라북도 완주군 고산면 율곡리,3,45,전라북도,45710,완주군,45710360,고산면
4571036024,127.1794802,35.96550082,전라북도 완주군 고산면 어우리,3,45,전라북도,45710,완주군,45710360,고산면
4571036025,127.1930668,35.96449808,전라북도 완주군 고산면 남봉리,3,45,전라북도,45710,완주군,45710360,고산면
4571036026,127.1935851,35.9430351,전라북도 완주군 고산면 화정리,3,45,전라북도,45710,완주군,45710360,고산면
4571036027,127.207436,35.9335038,전라북도 완주군 고산면 양야리,3,45,전라북도,45710,완주군,45710360,고산면
4571036028,127.2202715,35.95440932,전라북도 완주군 고산면 성재리,3,45,전라북도,45710,완주군,45710360,고산면
4571036029,127.2362116,35.95995544,전라북도 완주군 고산면 오산리,3,45,전라북도,45710,완주군,45710360,고산면
4571036030,127.2261351,35.99104921,전라북도 완주군 고산면 삼기리,3,45,전라북도,45710,완주군,45710360,고산면
4571036031,127.2784032,35.99542046,전라북도 완주군 고산면 소향리,3,45,전라북도,45710,완주군,45710360,고산면
4571037000,127.1576875,36.01140869,전라북도 완주군 비봉면,2,45,전라북도,45710,완주군,45710370,비봉면
4571037021,127.1590453,35.97697347,전라북도 완주군 비봉면 봉산리,3,45,전라북도,45710,완주군,45710370,비봉면
4571037022,127.1432077,35.9954833,전라북도 완주군 비봉면 소농리,3,45,전라북도,45710,완주군,45710370,비봉면
4571037023,127.1335301,36.01926787,전라북도 완주군 비봉면 내월리,3,45,전라북도,45710,완주군,45710370,비봉면
4571037024,127.1497313,36.04185577,전라북도 완주군 비봉면 대치리,3,45,전라북도,45710,완주군,45710370,비봉면
4571037025,127.1662019,36.00309191,전라북도 완주군 비봉면 백도리,3,45,전라북도,45710,완주군,45710370,비봉면
4571037026,127.1951144,36.00510795,전라북도 완주군 비봉면 이전리,3,45,전라북도,45710,완주군,45710370,비봉면
4571037027,127.1773851,36.01865233,전라북도 완주군 비봉면 수선리,3,45,전라북도,45710,완주군,45710370,비봉면
4571038000,127.3150256,36.07217696,전라북도 완주군 운주면,2,45,전라북도,45710,완주군,45710380,운주면
4571038021,127.2770899,36.08509258,전라북도 완주군 운주면 장선리,3,45,전라북도,45710,완주군,45710380,운주면
4571038022,127.2802635,36.1059887,전라북도 완주군 운주면 완창리,3,45,전라북도,45710,완주군,45710380,운주면
4571038023,127.329386,36.09921213,전라북도 완주군 운주면 산북리,3,45,전라북도,45710,완주군,45710380,운주면
4571038026,127.2401223,36.07811314,전라북도 완주군 운주면 구제리,3,45,전라북도,45710,완주군,45710380,운주면
4571038027,127.3523919,36.03478318,전라북도 완주군 운주면 고당리,3,45,전라북도,45710,완주군,45710380,운주면
4571038028,127.3190862,36.0577594,전라북도 완주군 운주면 금당리,3,45,전라북도,45710,완주군,45710380,운주면
4571039000,127.198918,36.05059053,전라북도 완주군 화산면,2,45,전라북도,45710,완주군,45710390,화산면
4571039021,127.2092414,36.03886118,전라북도 완주군 화산면 화평리,3,45,전라북도,45710,완주군,45710390,화산면
4571039022,127.1833954,36.03029062,전라북도 완주군 화산면 화월리,3,45,전라북도,45710,완주군,45710390,화산면
4571039023,127.1967793,36.06700526,전라북도 완주군 화산면 춘산리,3,45,전라북도,45710,완주군,45710390,화산면
4571039024,127.1806283,36.065563,전라북도 완주군 화산면 운곡리,3,45,전라북도,45710,완주군,45710390,화산면
4571039025,127.168994,36.05444163,전라북도 완주군 화산면 우월리,3,45,전라북도,45710,완주군,45710390,화산면
4571039026,127.1475672,36.07207455,전라북도 완주군 화산면 운산리,3,45,전라북도,45710,완주군,45710390,화산면
4571039027,127.212295,36.01327411,전라북도 완주군 화산면 와룡리,3,45,전라북도,45710,완주군,45710390,화산면
4571039028,127.2325966,36.00883267,전라북도 완주군 화산면 종리,3,45,전라북도,45710,완주군,45710390,화산면
4571039029,127.2163872,36.07433631,전라북도 완주군 화산면 승치리,3,45,전라북도,45710,완주군,45710390,화산면
4571039030,127.2380817,36.03814905,전라북도 완주군 화산면 성북리,3,45,전라북도,45710,완주군,45710390,화산면
4571039031,127.2263988,36.02932047,전라북도 완주군 화산면 운제리,3,45,전라북도,45710,완주군,45710390,화산면
4571040000,127.3030109,35.93918,전라북도 완주군 동상면,2,45,전라북도,45710,완주군,45710400,동상면
4571040021,127.3208123,35.94545237,전라북도 완주군 동상면 신월리,3,45,전라북도,45710,완주군,45710400,동상면
4571040022,127.311524,35.89758386,전라북도 완주군 동상면 사봉리,3,45,전라북도,45710,완주군,45710400,동상면
4571040023,127.2699848,35.92211346,전라북도 완주군 동상면 수만리,3,45,전라북도,45710,완주군,45710400,동상면
4571040024,127.3033186,35.98225636,전라북도 완주군 동상면 대아리,3,45,전라북도,45710,완주군,45710400,동상면
4571041000,127.277128,36.03950206,전라북도 완주군 경천면,2,45,전라북도,45710,완주군,45710410,경천면
4571041021,127.2552,36.05442845,전라북도 완주군 경천면 용복리,3,45,전라북도,45710,완주군,45710410,경천면
4571041022,127.2892315,36.04225291,전라북도 완주군 경천면 가천리,3,45,전라북도,45710,완주군,45710410,경천면
4571041023,127.2616064,36.01677428,전라북도 완주군 경천면 경천리,3,45,전라북도,45710,완주군,45710410,경천면
4572000000,127.4300354,35.82880745,전라북도 진안군,1,45,전라북도,45720,진안군,45720000,
4572025000,127.4439074,35.77677532,전라북도 진안군 진안읍,2,45,전라북도,45720,진안군,45720250,진안읍
4572025021,127.4199022,35.8023404,전라북도 진안군 진안읍 군상리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025022,127.4218525,35.78679356,전라북도 진안군 진안읍 군하리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025023,127.4220221,35.77245548,전라북도 진안군 진안읍 단양리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025024,127.4294327,35.74031732,전라북도 진안군 진안읍 가림리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025025,127.4506046,35.75339954,전라북도 진안군 진안읍 반월리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025026,127.4850309,35.74731233,전라북도 진안군 진안읍 죽산리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025027,127.5051001,35.761842,전라북도 진안군 진안읍 오천리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025028,127.471179,35.78520398,전라북도 진안군 진안읍 물곡리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025029,127.4545079,35.77592248,전라북도 진안군 진안읍 구룡리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025030,127.5081787,35.80282673,전라북도 진안군 진안읍 가막리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025031,127.3892629,35.79441952,전라북도 진안군 진안읍 정곡리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025032,127.3818337,35.77302973,전라북도 진안군 진안읍 연장리,3,45,전라북도,45720,진안군,45720250,진안읍
4572025033,127.4429117,35.81778315,전라북도 진안군 진안읍 운산리,3,45,전라북도,45720,진안군,45720250,진안읍
4572031000,127.489964,35.95097683,전라북도 진안군 용담면,2,45,전라북도,45720,진안군,45720310,용담면
4572031021,127.4818859,35.96100024,전라북도 진안군 용담면 옥거리,3,45,전라북도,45720,진안군,45720310,용담면
4572031022,127.4795321,35.94162193,전라북도 진안군 용담면 수천리,3,45,전라북도,45720,진안군,45720310,용담면
4572031023,127.4639768,35.9269419,전라북도 진안군 용담면 호계리,3,45,전라북도,45720,진안군,45720310,용담면
4572031024,127.5072829,35.93285146,전라북도 진안군 용담면 월계리,3,45,전라북도,45720,진안군,45720310,용담면
4572031025,127.5164129,35.96377298,전라북도 진안군 용담면 송풍리,3,45,전라북도,45720,진안군,45720310,용담면
4572031026,127.4605929,35.96369264,전라북도 진안군 용담면 와룡리,3,45,전라북도,45720,진안군,45720310,용담면
4572032000,127.5470393,35.90210036,전라북도 진안군 안천면,2,45,전라북도,45720,진안군,45720320,안천면
4572032021,127.5560589,35.8876111,전라북도 진안군 안천면 노성리,3,45,전라북도,45720,진안군,45720320,안천면
4572032022,127.5640362,35.90577118,전라북도 진안군 안천면 백화리,3,45,전라북도,45720,진안군,45720320,안천면
4572032023,127.5418777,35.87349133,전라북도 진안군 안천면 신괴리,3,45,전라북도,45720,진안군,45720320,안천면
4572032024,127.5346379,35.92540935,전라북도 진안군 안천면 삼락리,3,45,전라북도,45720,진안군,45720320,안천면
4572033000,127.5736746,35.83662298,전라북도 진안군 동향면,2,45,전라북도,45720,진안군,45720330,동향면
4572033021,127.573206,35.83859329,전라북도 진안군 동향면 대량리,3,45,전라북도,45720,진안군,45720330,동향면
4572033022,127.608461,35.84524877,전라북도 진안군 동향면 학선리,3,45,전라북도,45720,진안군,45720330,동향면
4572033023,127.5895532,35.85472022,전라북도 진안군 동향면 능금리,3,45,전라북도,45720,진안군,45720330,동향면
4572033024,127.5582784,35.85074401,전라북도 진안군 동향면 자산리,3,45,전라북도,45720,진안군,45720330,동향면
4572033025,127.5794194,35.81262533,전라북도 진안군 동향면 신송리,3,45,전라북도,45720,진안군,45720330,동향면
4572033026,127.5408582,35.82172167,전라북도 진안군 동향면 성산리,3,45,전라북도,45720,진안군,45720330,동향면
4572034000,127.4972161,35.84790617,전라북도 진안군 상전면,2,45,전라북도,45720,진안군,45720340,상전면
4572034021,127.4716526,35.82474108,전라북도 진안군 상전면 갈현리,3,45,전라북도,45720,진안군,45720340,상전면
4572034022,127.48874,35.80922683,전라북도 진안군 상전면 주평리,3,45,전라북도,45720,진안군,45720340,상전면
4572034023,127.5027271,35.83965804,전라북도 진안군 상전면 수동리,3,45,전라북도,45720,진안군,45720340,상전면
4572034024,127.4991037,35.86089092,전라북도 진안군 상전면 월포리,3,45,전라북도,45720,진안군,45720340,상전면
4572034025,127.5200549,35.88389812,전라북도 진안군 상전면 구룡리,3,45,전라북도,45720,진안군,45720340,상전면
4572034026,127.4991899,35.88605605,전라북도 진안군 상전면 용평리,3,45,전라북도,45720,진안군,45720340,상전면
4572035000,127.4280255,35.68116117,전라북도 진안군 백운면,2,45,전라북도,45720,진안군,45720350,백운면
4572035021,127.3999881,35.67900662,전라북도 진안군 백운면 동창리,3,45,전라북도,45720,진안군,45720350,백운면
4572035022,127.4061427,35.71909873,전라북도 진안군 백운면 평장리,3,45,전라북도,45720,진안군,45720350,백운면
4572035023,127.3788694,35.69119707,전라북도 진안군 백운면 덕현리,3,45,전라북도,45720,진안군,45720350,백운면
4572035024,127.3864529,35.66346462,전라북도 진안군 백운면 남계리,3,45,전라북도,45720,진안군,45720350,백운면
4572035025,127.4102744,35.65874396,전라북도 진안군 백운면 반송리,3,45,전라북도,45720,진안군,45720350,백운면
4572035026,127.4469605,35.64690106,전라북도 진안군 백운면 신암리,3,45,전라북도,45720,진안군,45720350,백운면
4572035027,127.4366647,35.68279381,전라북도 진안군 백운면 백암리,3,45,전라북도,45720,진안군,45720350,백운면
4572035028,127.4490676,35.71264185,전라북도 진안군 백운면 노촌리,3,45,전라북도,45720,진안군,45720350,백운면
4572035029,127.410803,35.70070801,전라북도 진안군 백운면 운교리,3,45,전라북도,45720,진안군,45720350,백운면
4572036000,127.3188461,35.72122239,전라북도 진안군 성수면,2,45,전라북도,45720,진안군,45720360,성수면
4572036021,127.3322375,35.70578446,전라북도 진안군 성수면 외궁리,3,45,전라북도,45720,진안군,45720360,성수면
4572036022,127.3178603,35.68994773,전라북도 진안군 성수면 좌산리,3,45,전라북도,45720,진안군,45720360,성수면
4572036023,127.3287926,35.67637009,전라북도 진안군 성수면 신기리,3,45,전라북도,45720,진안군,45720360,성수면
4572036024,127.3535626,35.67441462,전라북도 진안군 성수면 구신리,3,45,전라북도,45720,진안군,45720360,성수면
4572036025,127.2925017,35.7306237,전라북도 진안군 성수면 용포리,3,45,전라북도,45720,진안군,45720360,성수면
4572036026,127.3428101,35.71738052,전라북도 진안군 성수면 도통리,3,45,전라북도,45720,진안군,45720360,성수면
4572036027,127.3139453,35.74483972,전라북도 진안군 성수면 좌포리,3,45,전라북도,45720,진안군,45720360,성수면
4572036028,127.2899824,35.77112803,전라북도 진안군 성수면 중길리,3,45,전라북도,45720,진안군,45720360,성수면
4572037000,127.36127,35.74637435,전라북도 진안군 마령면,2,45,전라북도,45720,진안군,45720370,마령면
4572037021,127.3777997,35.72950806,전라북도 진안군 마령면 평지리,3,45,전라북도,45720,진안군,45720370,마령면
4572037022,127.3951114,35.74629582,전라북도 진안군 마령면 동촌리,3,45,전라북도,45720,진안군,45720370,마령면
4572037023,127.365955,35.71842029,전라북도 진안군 마령면 계서리,3,45,전라북도,45720,진안군,45720370,마령면
4572037024,127.3344915,35.76935152,전라북도 진안군 마령면 덕천리,3,45,전라북도,45720,진안군,45720370,마령면
4572037025,127.357044,35.74494539,전라북도 진안군 마령면 강정리,3,45,전라북도,45720,진안군,45720370,마령면
4572038000,127.359841,35.83873586,전라북도 진안군 부귀면,2,45,전라북도,45720,진안군,45720380,부귀면
4572038021,127.3674613,35.83641355,전라북도 진안군 부귀면 거석리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038022,127.3445032,35.82244333,전라북도 진안군 부귀면 오룡리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038023,127.3142863,35.80587477,전라북도 진안군 부귀면 세동리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038024,127.3447455,35.7925487,전라북도 진안군 부귀면 신정리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038025,127.3893599,35.83443626,전라북도 진안군 부귀면 수항리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038026,127.4165313,35.84020946,전라북도 진안군 부귀면 두남리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038027,127.3803002,35.87580548,전라북도 진안군 부귀면 황금리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038028,127.3412014,35.88214292,전라북도 진안군 부귀면 궁항리,3,45,전라북도,45720,진안군,45720380,부귀면
4572038029,127.3358612,35.84962293,전라북도 진안군 부귀면 봉암리,3,45,전라북도,45720,진안군,45720380,부귀면
4572039000,127.4372084,35.89087612,전라북도 진안군 정천면,2,45,전라북도,45720,진안군,45720390,정천면
4572039021,127.396283,35.89292947,전라북도 진안군 정천면 봉학리,3,45,전라북도,45720,진안군,45720390,정천면
4572039022,127.4306131,35.89771706,전라북도 진안군 정천면 갈용리,3,45,전라북도,45720,진안군,45720390,정천면
4572039023,127.4764491,35.90143766,전라북도 진안군 정천면 모정리,3,45,전라북도,45720,진안군,45720390,정천면
4572039024,127.5095032,35.9077737,전라북도 진안군 정천면 망화리,3,45,전라북도,45720,진안군,45720390,정천면
4572039025,127.4469192,35.85171308,전라북도 진안군 정천면 월평리,3,45,전라북도,45720,진안군,45720390,정천면
4572040000,127.4006379,35.9677615,전라북도 진안군 주천면,2,45,전라북도,45720,진안군,45720400,주천면
4572040021,127.4160836,35.97040992,전라북도 진안군 주천면 주양리,3,45,전라북도,45720,진안군,45720400,주천면
4572040022,127.3742987,35.95797633,전라북도 진안군 주천면 대불리,3,45,전라북도,45720,진안군,45720400,주천면
4572040023,127.4246118,35.93499263,전라북도 진안군 주천면 운봉리,3,45,전라북도,45720,진안군,45720400,주천면
4572040024,127.4414796,35.97180563,전라북도 진안군 주천면 신양리,3,45,전라북도,45720,진안군,45720400,주천면
4572040025,127.4261612,36.00473364,전라북도 진안군 주천면 용덕리,3,45,전라북도,45720,진안군,45720400,주천면
4572040026,127.3831536,36.00353143,전라북도 진안군 주천면 무릉리,3,45,전라북도,45720,진안군,45720400,주천면
4573000000,127.7129531,35.93936736,전라북도 무주군,1,45,전라북도,45730,무주군,45730000,
4573025000,127.6558932,36.01151265,전라북도 무주군 무주읍,2,45,전라북도,45730,무주군,45730250,무주읍
4573025021,127.6566115,36.01279856,전라북도 무주군 무주읍 읍내리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025022,127.6776716,35.99459733,전라북도 무주군 무주읍 당산리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025023,127.6826441,36.03099382,전라북도 무주군 무주읍 오산리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025024,127.7054826,36.02771534,전라북도 무주군 무주읍 장백리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025025,127.640916,36.04437526,전라북도 무주군 무주읍 내도리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025026,127.6292775,36.01139252,전라북도 무주군 무주읍 대차리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025027,127.6165593,35.98765221,전라북도 무주군 무주읍 용포리,3,45,전라북도,45730,무주군,45730250,무주읍
4573025028,127.6474209,35.97320183,전라북도 무주군 무주읍 가옥리,3,45,전라북도,45730,무주군,45730250,무주읍
4573031000,127.8474158,35.93229194,전라북도 무주군 무풍면,2,45,전라북도,45730,무주군,45730310,무풍면
4573031021,127.8525257,35.97851732,전라북도 무주군 무풍면 현내리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031022,127.8863803,35.96001381,전라북도 무주군 무풍면 금평리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031023,127.8664694,35.94784937,전라북도 무주군 무풍면 지성리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031024,127.8275384,35.96038557,전라북도 무주군 무풍면 철목리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031025,127.8575377,35.93686178,전라북도 무주군 무풍면 증산리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031026,127.8330338,35.93076292,전라북도 무주군 무풍면 은산리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031027,127.8517226,35.91132304,전라북도 무주군 무풍면 덕지리,3,45,전라북도,45730,무주군,45730310,무풍면
4573031028,127.8205444,35.88696691,전라북도 무주군 무풍면 삼거리,3,45,전라북도,45730,무주군,45730310,무풍면
4573032000,127.7830955,35.95432775,전라북도 무주군 설천면,2,45,전라북도,45730,무주군,45730320,설천면
4573032021,127.7255922,36.00902436,전라북도 무주군 설천면 기곡리,3,45,전라북도,45730,무주군,45730320,설천면
4573032022,127.7405269,36.02423779,전라북도 무주군 설천면 길산리,3,45,전라북도,45730,무주군,45730320,설천면
4573032023,127.7561697,36.00279148,전라북도 무주군 설천면 청량리,3,45,전라북도,45730,무주군,45730320,설천면
4573032024,127.7964731,36.0073846,전라북도 무주군 설천면 소천리,3,45,전라북도,45730,무주군,45730320,설천면
