마커번호,장소이름,위도,경도,장소종류,하위행정구역코드,
,서울녹각삼계탕,37.8636474301,127.7349601843,3,chuncheon,go
,4단지닭갈비,37.8763990711,127.7535025628,3,chuncheon,go
,하루숯불생고기,37.8659754395,127.7618687776,3,chuncheon,go
,춘천명물닭갈비,37.8697100827,127.7064403779,3,chuncheon,go
,둥근닭갈비,37.9223903446,127.7214929990,3,chuncheon,go
,큰집한우,37.8778568884,127.7349375425,3,chuncheon,go
,손수해물손칼국수,37.8620973433,127.7206059810,3,chuncheon,go
,곰배령,37.8669495701,127.7213057735,3,chuncheon,go
,딴지펍 (PIZZA&PASTA),37.7901159965,127.5261035858,3,chuncheon,go
,[백년가게]메바우명가춘천막국수,37.8923133335,127.7238825642,3,chuncheon,go
,[백년가게] 도지골등나무집,37.9330348833,127.7927917443,3,chuncheon,go
,토담숯불닭갈비,37.9296795337,127.7829594064,3,chuncheon,go
,아워테이스트,37.8833589874,127.7328709004,3,chuncheon,go
,감자아일랜드,37.9074535946,127.7429637105,3,chuncheon,go
,온더가든,37.7447858213,127.7121379967,3,chuncheon,go
,가보자순대국,37.9264347789,127.7461684086,3,chuncheon,go
,들꽃가든 남춘천,37.7401946264,127.7088189889,3,chuncheon,go
,란,37.8733358285,127.7690262411,3,chuncheon,go
,신남큰집,37.8172885692,127.7154911066,3,chuncheon,go
,삼대막국수,37.8631723526,127.7278302917,3,chuncheon,go
,후동리닭갈비,37.7545468888,127.6211598687,3,chuncheon,go
,정통곰탕집,37.7403307256,127.7090217442,3,chuncheon,go
,통나무집닭갈비 분점,37.9303627957,127.7834093450,3,chuncheon,go
,카페 캐빈,37.7474367710,127.6301731465,3,chuncheon,go
,사농동334,37.9153605869,127.7203960855,3,chuncheon,go
,콧닭고숯불닭갈비,37.9302295281,127.7860868830,3,chuncheon,go
,발바닥 애견카페,37.8608177179,127.7625022061,3,chuncheon,go
,와이어드커피,37.8399423597,127.7620834199,3,chuncheon,go
,세계주류마켓,37.8399423597,127.7620834199,3,chuncheon,go
,단우물카페,37.9529594756,127.7465092538,3,chuncheon,go
,멋 갤러리카페,37.8667442322,127.7317270532,3,chuncheon,go
,파머스가든,37.9252961533,127.7531705828,3,chuncheon,go
,용산559,37.9598552905,127.7141675511,3,chuncheon,go
,쉬러와,37.9518815316,127.7309218174,3,chuncheon,go
,월송유로베이커리앤로스터리,37.8478958485,127.5511023906,3,chuncheon,go
,뚜레한우 춘천점,37.8409172612,127.7628777633,3,chuncheon,go
,데이글로우,37.8757189250,127.7712037499,3,chuncheon,go
,라타르타,37.8876537445,127.7763612589,3,chuncheon,go
,카페카르페,37.8849162297,127.6840391891,3,chuncheon,go
,경강막국수,37.8422103958,127.5509525715,3,chuncheon,go
,연산골막국수,37.8974806382,127.7902208166,3,chuncheon,go
,춘천통나무집닭갈비,37.9331321024,127.7932528104,3,chuncheon,go
,퇴계막국수,37.8622974156,127.7257166209,3,chuncheon,go
,회장메,37.9239263192,127.7237483037,3,chuncheon,go
,명가막국수,37.9330237596,127.7920612552,3,chuncheon,go
,쟈스민,37.8666496618,127.7243832801,3,chuncheon,go
,명동본가닭갈비,37.8791371511,127.7272382049,3,chuncheon,go
,춘천막국수닭갈비축제,37.8644965197,127.6913807924,1,chuncheon,go
,2022 춘천연극제,37.8825368301,127.7312071874,1,chuncheon,go
,사랑-나미나라 인도문화축제,37.7901326639,127.5262424616,1,chuncheon,go
,남이섬 세계책나라축제,37.7901159965,127.5261035858,1,chuncheon,go
,강원그린박람회,37.8814145022,127.7185528170,1,chuncheon,go
,남이섬 어쿠스틱 청춘 페스티벌,37.7901159965,127.5261035858,1,chuncheon,go
,남이섬 벗(友)꽃놀자,37.7963208193,127.5255090138,1,chuncheon,go
,'나미콩쿠르' 수상작 展,37.7901326639,127.5262424616,1,chuncheon,go
,춘천공연예술제,37.8879559047,127.7451779767,1,chuncheon,go
,야외기획공연 공연재생<이자람_이방인의 노래>,37.8726962735,127.7293520927,1,chuncheon,go
,"춘천 커피도시 페스타 Let's COFFEE, 춘천",37.8930876473,127.6918882316,1,chuncheon,go
,춘천 반려동물 페스티벌,37.7364886333,127.6620400154,1,chuncheon,go
,숲으로 떠나는 월드뮤직 여행,37.7963208193,127.5255090138,1,chuncheon,go
,춘천술페스타,37.8735012283,127.7021517672,1,chuncheon,go
,상상유니브 집현전 Festival,37.8735012283,127.7021517672,1,chuncheon,go
,춘천문화재야행,37.8810508584,127.7293935081,1,chuncheon,go
,2023 GSF 강원스타트업페스티벌 & 제1회 춘천 창업엑스포,37.8933653654,127.6904189135,1,chuncheon,go
,2024 강원 동계청소년올림픽대회,37.8841810550,127.7297211632,1,chuncheon,go
,제73주년 춘천지구 전투 전승행사,37.8726540707,127.7003186257,1,chuncheon,go
,춘천마임축제,37.8766011603,127.7178558012,1,chuncheon,go
,제34회 춘천인형극제,37.9216376309,127.7202320249,1,chuncheon,go
,칼봉산자연휴양림,37.8349291173,127.4658883141,2,gapyeong,gg
,나인포레스트 이화원,37.8183042475,127.5186756583,2,gapyeong,gg
,가평 현충탑,37.8126354086,127.5157483134,2,gapyeong,gg
,뉴질랜드전투기념비,37.8958376496,127.5596863073,2,gapyeong,gg
,경반계곡,37.8359289942,127.4655438717,2,gapyeong,gg
,운악산 두부마을,37.8653512035,127.3489730873,2,gapyeong,gg
,이천보고가,37.7987089458,127.3481084419,2,gapyeong,gg
,강영천효자문,37.9689765715,127.4214078804,2,gapyeong,gg
,국립 유명산자연휴양림,37.5933632114,127.4912013821,2,gapyeong,gg
,청평호반 매운탕촌,37.7223775697,127.4251036476,2,gapyeong,gg
,가덕산,37.9202321907,127.5683098007,2,gapyeong,gg
,수덕산,37.9168954333,127.5124066640,2,gapyeong,gg
,화야산,37.6706725174,127.4278382340,2,gapyeong,gg
,몽덕산,37.9549704564,127.6030556042,2,gapyeong,gg
,명지계곡,37.9350371234,127.4777426257,2,gapyeong,gg
,산장관광지,37.7543291982,127.4135593243,2,gapyeong,gg
,현등사(가평),37.8705863732,127.3309245813,2,gapyeong,gg
,연인산도립공원,37.8985068799,127.4145411335,2,gapyeong,gg
,유명산계곡,37.5826895318,127.4956679529,2,gapyeong,gg
,명지산군립공원,37.9187051561,127.4487179771,2,gapyeong,gg
,청평자연휴양림,37.7125172430,127.4053612870,2,gapyeong,gg
,대성리 국민관광지,37.6798927837,127.3795590264,2,gapyeong,gg
,자연과별천문대,37.9129229664,127.4741797124,2,gapyeong,gg
,도마치계곡,38.0363524765,127.4446037739,2,gapyeong,gg
,가평 영양잣마을,37.7741593259,127.3645382139,2,gapyeong,gg
,용추폭포,37.8531717340,127.4819279838,2,gapyeong,gg
,캐나다전투기념비,37.8765282374,127.5300562438,2,gapyeong,gg
,어비계곡,37.6002624822,127.4950924960,2,gapyeong,gg
,자라섬,37.8208928790,127.5210475885,2,gapyeong,gg
,초롱이둥지마을,37.6036015288,127.5247702586,2,gapyeong,gg
,에델바이스 스위스테마파크,37.6677593241,127.4473143245,2,gapyeong,gg
,아침고요가족동물원,37.7485539082,127.3610837168,2,gapyeong,gg
,음악역 1939,37.8253449903,127.5129954137,2,gapyeong,gg
,K-26,37.7030620464,127.5163098001,2,gapyeong,gg
,피노키오와 다빈치,37.7169682947,127.4907894943,2,gapyeong,gg
,꿈의동산,37.7855156283,127.4770887402,2,gapyeong,gg
,화악터널쌈지공원,37.9929506491,127.5226395951,2,gapyeong,gg
,용추계곡,37.8594737524,127.4805334820,2,gapyeong,gg
,강씨봉 자연휴양림,37.9700067673,127.4083868175,2,gapyeong,gg
,잣향기푸른숲,37.7707592092,127.3365603070,2,gapyeong,gg
,백둔리산촌생태마을(연인산마을),37.9014324249,127.4626144389,2,gapyeong,gg
,잣향기푸른마을,37.7735815934,127.3633383403,2,gapyeong,gg
,설곡옻샘마을,37.6199549792,127.5134985859,2,gapyeong,gg
,반딧불마을,37.6481375192,127.4972409104,2,gapyeong,gg
,쁘띠프랑스,37.7153712493,127.4903145832,2,gapyeong,gg
,버섯구지마을,37.8094940983,127.3642872080,2,gapyeong,gg
,가평 아홉마지기마을,37.8475697154,127.4877442849,2,gapyeong,gg
,포도향이 흐르는 마을,37.8316512926,127.2912626688,2,gapyeong,gg
,백련사(가평),37.7840134621,127.3496531730,2,gapyeong,gg
,가평향교,37.8299471303,127.5074902248,2,gapyeong,gg
,음봉가든,37.7368579089,127.5048959634,3,gapyeong,gg
,명지쉼터가든,37.8765948894,127.5296896087,3,gapyeong,gg
,동기간,37.8552782833,127.5489884769,3,gapyeong,gg
,나무아래오후,37.7504065171,127.3636528734,3,gapyeong,gg
,채원 잣두부.막국수,37.7602164500,127.3616305507,3,gapyeong,gg
,[백년가게]유일관,37.8195259951,127.3496160317,3,gapyeong,gg
,살롱 드 이터널저니,37.6241594339,127.4801264958,3,gapyeong,gg
,가평양떼목장카페,37.6438875816,127.4737542806,3,gapyeong,gg
,조무락닭갈비,37.8080361141,127.5250059380,3,gapyeong,gg
,삼삼조약돌숯불닭갈비,37.7355286985,127.4185705267,3,gapyeong,gg
,소문난닭갈비,37.7591998950,127.3612667252,3,gapyeong,gg
,유명숯불닭갈비,37.6718818481,127.4898270056,3,gapyeong,gg
,이정웅스페이스,37.6892807284,127.3875635813,3,gapyeong,gg
,불타는오리,37.8203006908,127.3379309637,3,gapyeong,gg
,골든트리,37.7557480067,127.5389089824,3,gapyeong,gg
,카페파리,37.7764108427,127.4613959911,3,gapyeong,gg
,코리달리스,37.7110132673,127.4819210298,3,gapyeong,gg
,유명산흥부네솥뚜껑닭볶음탕,37.5974991841,127.5098190164,3,gapyeong,gg
,가평달맞이빵,37.7664879947,127.3644412231,3,gapyeong,gg
,가평냉면 부손 설악본점,37.6781252532,127.4727422665,3,gapyeong,gg
,카페꼬무네,37.6663138237,127.3805176659,3,gapyeong,gg
,코지앤레이지,37.7205106982,127.4021113507,3,gapyeong,gg
,힐링닭갈비,37.8091692900,127.5235893675,3,gapyeong,gg
,금계닭갈비,37.6735982698,127.4873410704,3,gapyeong,gg
,유명산가마솥할머니해장국,37.6226487753,127.4952279448,3,gapyeong,gg
,오롯이꽃,37.6710960820,127.5036285515,3,gapyeong,gg
,구성각,37.8332217467,127.5073373651,3,gapyeong,gg
,카페 드 모파상,37.7013794825,127.3963235444,3,gapyeong,gg
,자잠157 베이커리카페,37.6901908507,127.4908263814,3,gapyeong,gg
,다온숯불닭갈비,37.6709826986,127.5303844557,3,gapyeong,gg
,봉화전,37.7994391058,127.4823989598,3,gapyeong,gg
,히든플랜트,37.6796955502,127.3776758705,3,gapyeong,gg
,사랑굿숯불닭갈비막국수,37.8528138978,127.3557117273,3,gapyeong,gg
,산듸골촌두부,37.6751316160,127.4977261924,3,gapyeong,gg
,성희네집,37.7088888989,127.5028247455,3,gapyeong,gg
,송원,37.7689127864,127.3684741188,3,gapyeong,gg
,양평돌솥해장국,37.8231643342,127.3427387755,3,gapyeong,gg
,여우사이,37.7681981856,127.4764559699,3,gapyeong,gg
,온정리 닭갈비 금강막국수 가평점,37.8382432013,127.4973964566,3,gapyeong,gg
,설악막국수춘천닭갈비 서관,37.6778282826,127.4845550896,3,gapyeong,gg
,설악명가숯불닭갈비막국수,37.6775419938,127.4730811413,3,gapyeong,gg
,본가곱돌숯불닭갈비,37.7599637091,127.3620360764,3,gapyeong,gg
,두메막국수,37.8471173307,127.5062065042,3,gapyeong,gg
,신숙희진골막국수,37.7720737109,127.3783703473,3,gapyeong,gg
,용추숯불닭갈비,37.8392598065,127.5004739239,3,gapyeong,gg
,원조장작불곰탕,37.7489856908,127.4307412486,3,gapyeong,gg
,진수성찬,37.6778449320,127.4837273868,3,gapyeong,gg
,청평돌짜장,37.6985519891,127.3939127347,3,gapyeong,gg
,커피먹는호랑이,37.6714985655,127.4901686522,3,gapyeong,gg
,횃불식당,37.8395013425,127.4949160901,3,gapyeong,gg
,레인보우 아일랜드,37.8208928790,127.5210475885,1,gapyeong,gg
,아침고요수목원 무궁화전시회,37.7424072328,127.3519180642,1,gapyeong,gg
,제11회 유럽동화나라축제,37.7148018737,127.4905090268,1,gapyeong,gg
,피노키오&어린왕자 별빛축제,37.7153018173,127.4905534526,1,gapyeong,gg
,아침고요수목원 들국화전시회,37.7417489763,127.3519430810,1,gapyeong,gg
,청평 설빙 송어빙어 축제,37.7316542744,127.4254172384,1,gapyeong,gg
,가평 에덴벚꽃길 벚꽃축제,37.7855989511,127.4770526297,1,gapyeong,gg
,아침고요 수국전시회,37.7440126130,127.3525568480,1,gapyeong,gg
,더스테이힐링파크 블루밍 서머 페스티벌,37.6613809173,127.5239353212,1,gapyeong,gg
,이데일리와 함께하는 캠핑요리축제,37.8209512058,127.5210642518,1,gapyeong,gg
,쁘띠프랑스 & 이탈리아마을 베니스가면축제,37.7150574078,127.4909256481,1,gapyeong,gg
,이건명과 함께 하는 블루밍 서머 나잇,37.6613809173,127.5239353212,1,gapyeong,gg
,자라섬씽씽겨울축제,37.8306555654,127.5174170770,1,gapyeong,gg
,자라섬재즈페스티벌,37.8104943540,127.5354271394,1,gapyeong,gg
,오색별빛정원전,37.7448402954,127.3525845994,1,gapyeong,gg
,아침고요 야생화전시회,37.7439487308,127.3525096320,1,gapyeong,gg
,봄꽃페스타,37.7417489763,127.3519430810,1,gapyeong,gg
,상주은모래비치,34.7222160000,127.9874688864,2,namhae,gn
,금산 보리암(남해),34.7518848204,127.9827574248,2,namhae,gn
,"두곡, 월포해수욕장",34.7681205690,127.9070164001,2,namhae,gn
,호구산군립공원,34.7884269497,127.9254114941,2,namhae,gn
,설흘산,34.7315077529,127.8928991268,2,namhae,gn
,용문사 계곡,34.7890823628,127.9214618226,2,namhae,gn
,창선도(장포마을),34.8578206974,128.0121187961,2,namhae,gn
,미조항,34.7082963559,128.0458002666,2,namhae,gn
,가천 다랭이마을,34.7279803963,127.8943963083,2,namhae,gn
,사촌해수욕장,34.7414171144,127.8560937545,2,namhae,gn
,남해 문항어촌체험마을,34.9148461867,127.9294356631,2,namhae,gn
,해오름예술촌,34.7886596485,128.0492062328,2,namhae,gn
,송정한솔체험마을,34.7256551647,128.0251877296,2,namhae,gn
,해바리마을,34.8435716598,127.9760306513,2,namhae,gn
,남해 냉천갯벌체험장,34.9021242983,128.0253164954,2,namhae,gn
,대국산성,34.9008554928,127.8953945593,2,namhae,gn
,남해 창선도 왕후박나무,34.9145143297,128.0113062884,2,namhae,gn
,남해대교유람선,34.9413227821,127.8729065944,2,namhae,gn
,남해 관음포 이충무공 유적,34.9125479610,127.8573559204,2,namhae,gn
,남해 척화비,34.9413145061,127.8761396441,2,namhae,gn
,남해 미조리 상록수림,34.7137318271,128.0439697309,2,namhae,gn
,무민사(남해),34.7171452908,128.0414698611,2,namhae,gn
,설리 해수욕장,34.7055990803,128.0255437691,2,namhae,gn
,남해 물건리 방조어부림,34.7832378893,128.0410209758,2,namhae,gn
,항도몽돌해수욕장과 항도방파제,34.7422481589,128.0483186179,2,namhae,gn
,모상개해수욕장,34.8393655486,128.0756553901,2,namhae,gn
,남해 가인리 화석산지,34.8862959385,128.0493036980,2,namhae,gn
,금왕사,34.7788787861,127.9692634648,2,namhae,gn
,적량해비치마을,34.8601934874,128.0595257038,2,namhae,gn
,남해 유포어촌체험마을,34.8620389909,127.8146803988,2,namhae,gn
,남해 은점어촌체험마을,34.7863432977,128.0524199009,2,namhae,gn
,남해 항도어촌체험마을,34.7425119775,128.0459827037,2,namhae,gn
,남해 양모리학교,34.9327908408,127.8977490843,2,namhae,gn
,조도,34.6976115277,128.0508639886,2,namhae,gn
,상상양떼목장 편백숲,34.9357459394,127.8905996334,2,namhae,gn
,섬이정원,34.7522965319,127.8606708542,2,namhae,gn
,두모마을,34.7339780123,127.9553741638,2,namhae,gn
,설리스카이워크,34.7085570405,128.0231133495,2,namhae,gn
,평산항,34.7672446364,127.8479326965,2,namhae,gn
,서상항,34.8094146597,127.8333828893,2,namhae,gn
,남해양떼목장 양마르뜨언덕,34.7906256571,128.0242500278,2,namhae,gn
,이순신순국공원,34.9148671110,127.8554199187,2,namhae,gn
,천하몽돌해수욕장,34.7243467683,128.0132526930,2,namhae,gn
,둔촌갯벌체험장,34.8261857474,128.0346287585,2,namhae,gn
,왕지벚꽃길,34.9389231113,127.8763369117,2,namhae,gn
,선구몽돌해변,34.7372676069,127.8577048307,2,namhae,gn
,구미동해변 (구미동해수욕장),34.7861730476,127.8464962268,2,namhae,gn
,전도갯벌체험장,34.8315959999,128.0202520969,2,namhae,gn
,남해 다초지(장평지),34.8189957023,127.9227720503,2,namhae,gn
,한려해상국립공원(남해),34.7290510527,127.9706701772,2,namhae,gn
,오륙도회센터,34.7132930030,128.0448307788,3,namhae,gn
,삼현식당,34.7216577330,127.9876938815,3,namhae,gn
,지산식당,34.7103989371,128.0479972432,3,namhae,gn
,해변횟집,34.7668770100,127.9497821411,3,namhae,gn
,대중식당,34.7234408585,127.9872133217,3,namhae,gn
,상주바다횟집,34.7177638012,127.9920935970,3,namhae,gn
,햇살복집,34.7925869555,128.0474285084,3,namhae,gn
,곰바우횟집,34.9407895239,127.8737843085,3,namhae,gn
,어부림,34.7962309891,128.0472728730,3,namhae,gn
,남해군수협회센타,34.9177559872,128.0314599971,3,namhae,gn
,바다횟집,34.8363562617,128.0022535463,3,namhae,gn
,다랭이팜 농부맛집,34.7274526695,127.8939324729,3,namhae,gn
,시골할매 막걸리,34.7267055430,127.8946324310,3,namhae,gn
,공주식당,34.7107377846,128.0478083619,3,namhae,gn
,보물섬멸치쌈밥,34.8293071422,128.0074588293,3,namhae,gn
,복만식당,34.7685528918,127.8518823178,3,namhae,gn
,남해향촌,34.8074656485,128.0361985496,3,namhae,gn
,은성쌈밥,34.8093015293,128.0347930693,3,namhae,gn
,배가네멸치쌈밥,34.8289933072,128.0084837475,3,namhae,gn
,돌창고,34.8095200206,127.9818560205,3,namhae,gn
,완벽한인생 브루어리,34.7974641190,128.0435120582,3,namhae,gn
,냇가집잔치국수,34.9296524849,127.9080565955,3,namhae,gn
,달반늘,34.8328925817,127.9920711918,3,namhae,gn
,촌놈횟집,34.7129986338,128.0472666841,3,namhae,gn
,보통날,34.8005379280,127.8363606342,3,namhae,gn
,더풀,34.8018461147,127.8363717106,3,namhae,gn
,남해맛집 녹진정,34.8326288417,127.9988261642,3,namhae,gn
,남해의숲,34.8021523003,128.0331461755,3,namhae,gn
,남해정식당,34.8427564459,127.8951516322,3,namhae,gn
,남해그집,34.8233895208,127.9151281612,3,namhae,gn
,남해라운지32,34.7694788092,127.9104021803,3,namhae,gn
,남해전복물회,34.8173625941,127.9252052136,3,namhae,gn
,당케슈니첼,34.7971502625,128.0433731895,3,namhae,gn
,다랭이맛집,34.7268805061,127.8936241809,3,namhae,gn
,남해시장회센터,34.8339963635,127.8978627310,3,namhae,gn
,동천식당,34.8077656009,128.0354180544,3,namhae,gn
,램스하우스,34.7953282958,128.0463035361,3,namhae,gn
,부어스트라덴,34.7976002055,128.0430120985,3,namhae,gn
,카페유자,34.8193893165,128.0363760038,3,namhae,gn
,쿤스트라운지,34.7978474001,128.0430259796,3,namhae,gn
,풍운정,34.8286992323,128.0276681903,3,namhae,gn
,헐스밴드,34.8012045230,127.8365106037,3,namhae,gn
,힙한식,34.7287382633,128.0314926557,3,namhae,gn
,남해밥상,34.9168780240,128.0153336523,3,namhae,gn
,남해촌집 화소반,34.7187302038,127.9831887939,3,namhae,gn
,물회명가,34.7935951748,128.0473451565,3,namhae,gn
,초전집,34.7294159686,128.0316398476,3,namhae,gn
,할로브리즈,34.8014859459,128.0466422367,3,namhae,gn
,호원정,34.8367562135,128.0020618859,3,namhae,gn
,여원식당,34.8293125948,128.0016204502,3,namhae,gn
,다랭이마을 해맞이 행사,34.7280247777,127.8910715972,1,namhae,gn
,남해 보물섬 미조항 멸치축제,34.7157621449,128.0433308457,1,namhae,gn
,남해 독일마을 맥주축제,34.8000859569,128.0383624398,1,namhae,gn
,보문호,35.8443272826,129.2766813295,2,gyeongju,gb
,백률사(경주),35.8588775619,129.2314348786,2,gyeongju,gb
,경주 불국사 [유네스코 세계문화유산],35.7892734269,129.3318475148,2,gyeongju,gb
,경주 대릉원 일원,35.8391849495,129.2107205881,2,gyeongju,gb
,경주 마우나오션 관광단지,35.6909714418,129.3754937212,2,gyeongju,gb
,기림사,35.8377165388,129.4031454455,2,gyeongju,gb
,경주 첨성대,35.8343745291,129.2185644826,2,gyeongju,gb
,경주 포석정지,35.8073108096,129.2128629747,2,gyeongju,gb
,경주 문무대왕릉,35.7407289853,129.4827662639,2,gyeongju,gb
,경주월드 어뮤즈먼트,35.8363866160,129.2821727414,2,gyeongju,gb
,경주 석굴암 [유네스코 세계문화유산],35.7951981064,129.3501762976,2,gyeongju,gb
,경주민속공예촌,35.8044963203,129.3112683256,2,gyeongju,gb
,경주 보문관광단지,35.8437108802,129.2869804444,2,gyeongju,gb
,경주국립공원,35.8436914887,129.2896579880,2,gyeongju,gb
,골굴사(경주),35.8057841422,129.4091069500,2,gyeongju,gb
,마우나오션리조트 블루 워터,35.6843665104,129.3691861270,2,gyeongju,gb
,경주 황룡사지,35.8382604313,129.2307077526,2,gyeongju,gb
,경주 계림,35.8326469552,129.2189978270,2,gyeongju,gb
,경주 동궁과 월지,35.8352023996,129.2283747104,2,gyeongju,gb
,통일전(경주),35.7983817692,129.2397858699,2,gyeongju,gb
,나정고운모래해변,35.7829855082,129.4917864869,2,gyeongju,gb
,오류고아라해변,35.8217897885,129.5086061244,2,gyeongju,gb
,관성솔밭해변,35.6622372466,129.4525044810,2,gyeongju,gb
,경주시 관광특구,35.8315650725,129.2892916998,2,gyeongju,gb
,경주 버드파크,35.8498125109,129.2627490602,2,gyeongju,gb
,보문정 (경주),35.8413250823,129.2892803112,2,gyeongju,gb
,경주 남산 전 염불사지,35.7877608301,129.2442607798,2,gyeongju,gb
,경주 동궁원,35.8527926864,129.2604463989,2,gyeongju,gb
,월정교,35.8291362094,129.2173508492,2,gyeongju,gb
,골굴암 타포니 (경북 동해안 국가지질공원),35.8057841422,129.4091069500,2,gyeongju,gb
,경주읍성,35.8473202021,129.2139061887,2,gyeongju,gb
,파도소리길,35.6846739965,129.4728603981,2,gyeongju,gb
,도리마을은행나무숲,35.9185431690,129.0908288474,2,gyeongju,gb
,경주백악기월드(백악기월드),35.8559679982,129.2958432066,2,gyeongju,gb
,경주핑크뮬리(경주핑크뮬리군락지),35.8279420519,129.2254279529,2,gyeongju,gb
,흥무로 벚꽃길,35.8443478584,129.1896722864,2,gyeongju,gb
,흥무공원,35.8457950203,129.1951217672,2,gyeongju,gb
,와우 주,35.8414456398,129.2019546258,2,gyeongju,gb
,육부전,35.8170041902,129.2144347832,2,gyeongju,gb
,황룡원,35.8368783771,129.2900942554,2,gyeongju,gb
,월성이랑,35.8326414743,129.2229280382,2,gyeongju,gb
,MCY PARK,35.8556652220,129.2941239218,2,gyeongju,gb
,금리단길,35.8420235954,129.2148312586,2,gyeongju,gb
,망월사(경주),35.8013364389,129.2104605767,2,gyeongju,gb
,보리사(경주),35.8119023939,129.2359385999,2,gyeongju,gb
,연지암(경주),35.7536718080,129.3277794414,2,gyeongju,gb
,경상북도 산림환경연구원,35.8117358011,129.2388605710,2,gyeongju,gb
,분황사,35.8408129777,129.2336990840,2,gyeongju,gb
,주사암(경주),35.8533414360,129.0499565087,2,gyeongju,gb
,경주역사유적지구[유네스코 세계문화유산],35.8385656047,129.2122926901,2,gyeongju,gb
,평양냉면집,35.8422540901,129.2129869687,3,gyeongju,gb
,부산식당,35.7868513844,129.3269146823,3,gyeongju,gb
,보문민속식당,35.8449468702,129.2879442139,3,gyeongju,gb
,요석궁,35.8305693745,129.2170091715,3,gyeongju,gb
,수석정,35.8257119723,129.2373075313,3,gyeongju,gb
,전통손칼국수,35.8353340065,129.2848003191,3,gyeongju,gb
,석하한정식,35.8405567268,129.1953552292,3,gyeongju,gb
,동백숯불가든,35.9261988307,129.2892112216,3,gyeongju,gb
,옛날경주숯불,35.9263904503,129.2878891097,3,gyeongju,gb
,다유(茶由),35.8675440098,129.2715811125,3,gyeongju,gb
,유수정,35.7879899756,129.3179737654,3,gyeongju,gb
,전통맷돌순두부,35.8408882482,129.2484838975,3,gyeongju,gb
,석거돈,35.7636509662,129.3133943042,3,gyeongju,gb
,지중해 횟집,35.8446097605,129.2331295813,3,gyeongju,gb
,계림식당,35.7876956389,129.3219123181,3,gyeongju,gb
,하연지,35.8239588958,129.2109987748,3,gyeongju,gb
,해솔방,35.7908118349,129.3156127806,3,gyeongju,gb
,카페 플라비우스,35.8526484044,129.2681762810,3,gyeongju,gb
,조조칼국수,35.8511928927,129.2617796608,3,gyeongju,gb
,한우리가든,35.8449490956,129.2587662146,3,gyeongju,gb
,낙지마실,35.8516234226,129.2630073183,3,gyeongju,gb
,토함혜,35.8432075004,129.2521585094,3,gyeongju,gb
,늘봄떡갈비쌈밥,35.7938364463,129.3131156906,3,gyeongju,gb
,영양숯불갈비 경주점,35.8466452045,129.2100009943,3,gyeongju,gb
,바다위의 돌고래횟집,35.7762085552,129.4950197321,3,gyeongju,gb
,보문뜰,35.8427269912,129.2517335604,3,gyeongju,gb
,별채반교동쌈밥,35.8332856130,129.2105874345,3,gyeongju,gb
,황남빵,35.8408875913,129.2137119443,3,gyeongju,gb
,두부마을,35.7839486535,129.3120910626,3,gyeongju,gb
,기와메밀막국수,35.8406101917,129.2320603445,3,gyeongju,gb
,교리김밥 봉황대점,35.8393376910,129.2097095614,3,gyeongju,gb
,맛자랑,35.8122953451,129.3062490986,3,gyeongju,gb
,어마무시,35.8393879132,129.2217862798,3,gyeongju,gb
,카페 마르쉐,35.8350576614,129.2119594867,3,gyeongju,gb
,하루방뚝배기,35.8014911383,129.3130849192,3,gyeongju,gb
,1894사랑채,35.8360269963,129.2119844570,3,gyeongju,gb
,타베르나,35.8348660036,129.2113206584,3,gyeongju,gb
,테를지,35.8391904657,129.2086763236,3,gyeongju,gb
,토함,35.8430269853,129.2532139776,3,gyeongju,gb
,프롬상록,35.8365324927,129.2118650085,3,gyeongju,gb
,스펑크커피,35.8431515148,129.2290522019,3,gyeongju,gb
,엘가든,35.7953890381,129.3125379197,3,gyeongju,gb
,옐로우도넛,35.8384655596,129.2093096217,3,gyeongju,gb
,미쁜식탁,35.8360436538,129.2115789357,3,gyeongju,gb
,산성숯불갈비,35.8449407530,129.2582384829,3,gyeongju,gb
,늘곰탕,35.8290221927,129.2098931722,3,gyeongju,gb
,황남두꺼비식당,35.8345354787,129.2109457011,3,gyeongju,gb
,르레파스,35.8379933929,129.2094235140,3,gyeongju,gb
,맷돌순두부,35.8518178431,129.2628878797,3,gyeongju,gb
,삼포쌈밥,35.8341661353,129.2141204335,3,gyeongju,gb
,경주 도자기축제,35.8606602717,129.2090867870,1,gyeongju,gb
,신라문화제,35.8414847113,129.2118426468,1,gyeongju,gb
,신라소리축제 에밀레전,35.8291362094,129.2173508492,1,gyeongju,gb
,경주벚꽃축제,35.8359687416,129.2157896804,1,gyeongju,gb
,플라잉(FLYing),35.8315650725,129.2892916998,1,gyeongju,gb
,경주문화재야행,35.8314720272,129.2157786981,1,gyeongju,gb
,경주 FCI 국제 도그쇼,35.8384670465,129.2879693962,1,gyeongju,gb
,동아시아문화도시 경주,35.8559722016,129.2244133550,1,gyeongju,gb
,동아시아 청소년 문화예술제,35.8620401825,129.1831973507,1,gyeongju,gb
,동아시아문화도시 경주 - 난장! 동아시아를 즐겨라!,35.8414847113,129.2118426468,1,gyeongju,gb
,풍요로움을 전하는 동아시아의 등불 - 빛의 화원,35.8340564631,129.2895443842,1,gyeongju,gb
