마커번호,장소이름,위도,경도,장소종류,하위행정구역코드,
,선바위공원,35.5833642290,129.2344951937,2,us,us
,달천철장유적공원,35.6342825006,129.3290188345,2,us,us
,월봉사(울산),35.4934083283,129.4168179345,2,us,us
,언양전통불고기,35.5660334775,129.1199140249,3,us,us
,원지원,35.6094385570,129.3546256350,3,us,us
,동해농장식당,35.5783313938,129.3784244384,3,us,us
,진하아구찜,35.3836220179,129.3417997743,3,us,us
,산돼지마을,35.5397066642,129.0127352410,3,us,us
,다미헌,35.5406987817,129.3396066652,3,us,us
,우시산 함양집,35.5365074588,129.3328407068,3,us,us
,베네치아,35.5271302482,129.0098469553,3,us,us
,누렁소불고기,35.7131989141,129.1976197557,3,us,us
,[백년가게]언양한우불고기,35.5648614222,129.1218083370,3,us,us
,히든블루,35.3448231999,129.3209026773,3,us,us
,복산돈까스,35.5657234810,129.3255377425,3,us,us
,대왕암아구찜,35.4949417327,129.4297001021,3,us,us
,호피폴라,35.3560610880,129.3347456033,3,us,us
,카페0732,35.3594944944,129.3591739367,3,us,us
,나인유,35.6093654739,129.4555473867,3,us,us
,곽암아트카페갤러리,35.6133150698,129.4576443140,3,us,us
,오르토커피,35.5746992083,129.1220441516,3,us,us
,뱃고동횟집,35.3550254748,129.3551133042,3,us,us
,구유림,35.6100181934,129.4563389658,3,us,us
,샬로우커피 성남점,35.5568633137,129.3227604570,3,us,us
,소울메이트,35.5749667526,129.3184436561,3,us,us
,오션페어리,35.6135483066,129.4539307422,3,us,us
,식당153,35.4949278557,129.4302333899,3,us,us
,이중생업,35.5385795150,129.3363931164,3,us,us
,오리엔탈 무거면옥,35.5432847302,129.3464171089,3,us,us
,수플랑,35.5236531785,129.3238335214,3,us,us
,부조화숲,35.5183395994,129.3085266726,3,us,us
,효정밥상,35.4924924593,129.3061720485,3,us,us
,산다화 솥뚜껑닭도리탕 누룽지백숙,35.5578308165,129.0767319187,3,us,us
,제1능이버섯 삼산점,35.5438264434,129.3521027091,3,us,us
,간절곶관광회센터,35.3645633419,129.3576294856,3,us,us
,동부분식,35.5657030047,129.1223888178,3,us,us
,떡바우횟집,35.3467535705,129.3226024757,3,us,us
,선바위한우갈비,35.5711933504,129.2331317663,3,us,us
,스컹크웍스 우정점,35.5632790528,129.3117890113,3,us,us
,우진참한우(우진숯불화로구이),35.6325107365,129.3427399080,3,us,us
,삼태육경 회 타운,35.5436236209,129.3485141390,3,us,us
,명촌한식뷔페,35.5568306037,129.3556436999,3,us,us
,복누리돼지국밥,35.6282114645,129.3556666791,3,us,us
,북경짜장,35.5566889718,129.3566297288,3,us,us
,신천쭈꾸미,35.6457262047,129.3580048668,3,us,us
,순례국밥,35.4793792976,129.4141380081,3,us,us
,가마솥뼈다귀해장국,35.5569316988,129.1185866182,3,us,us
,만파식적 삼산점,35.5426653804,129.3477336785,3,us,us
,콩나물교실해장국 울산본점,35.5337939461,129.3366071211,3,us,us
,섬뜰,35.4859399705,129.4299197817,3,us,us
,밀양시골밥상,35.5516437999,129.2878525391,3,us,us
,울산언양불고기,35.5463479177,129.3274186805,3,us,us
,찜들미,35.5815494002,129.3213626600,3,us,us
,울산조선해양축제,35.4953000321,129.4300445069,1,us,us
,울산대공원 장미축제,35.5279769403,129.2838230009,1,us,us
,태화강국가정원 봄꽃축제,35.5488636215,129.2913162043,1,us,us
,태화강국제설치미술제,35.5517322564,129.2653794980,1,us,us
,외솔한글한마당,35.5748534232,129.3474827915,1,us,us
,울산 워터버블페스티벌,35.5532469677,129.3181859580,1,us,us
,울산 평생학습 박람회,35.5488636215,129.2913162043,1,us,us
,울주세계산악영화제 (UMFF : Ulju Mountain Film Festival),35.5565058027,129.0680049403,1,us,us
,2023 국제 수소전기에너지 전시회,35.5556348578,129.1311799982,1,us,us
,울산에이팜(울산아시아퍼시픽뮤직미팅),35.5429399430,129.3261549981,1,us,us
,울산국제아트페어,35.5557154154,129.1317771660,1,us,us
,울산문화축전,35.5610160884,129.3473804138,1,us,us
,영남알프스 숲페스타,35.6288445258,129.0490962385,1,us,us
,게놈ㆍ바이오 엑스포 2022,35.5556598644,129.1316827314,1,us,us
,울산스타트업페스타,35.5556598644,129.1316827314,1,us,us
,울산중구 눈꽃축제,35.5542413463,129.3206301612,1,us,us
,2023 자전거대축전,35.5505415177,129.3076286223,1,us,us
,울산공업축제,35.5504748587,129.3076647314,1,us,us
,울산옹기축제,35.4322848446,129.2801648931,1,us,us
,울산쇠부리축제,35.6336492470,129.3294493702,1,us,us
,울산고래축제,35.5032009945,129.3808374607,1,us,us
,처용문화제,35.5539410733,129.3043288142,1,us,us
,계양공원,37.5501849296,126.7234003040,2,ic,ic
,승봉도 이일레 해변,37.1655916496,126.3012771320,2,ic,ic
,덕적도 갈대 군락지,37.2276262006,126.1446675185,2,ic,ic
,강화 전등사,37.6316934164,126.4829144565,2,ic,ic
,아라빛섬,37.5927530419,126.6141118748,2,ic,ic
,자유공원(인천),37.4752946269,126.6222755091,2,ic,ic
,대이작도,37.1749176125,126.2587835301,2,ic,ic
,수봉공원,37.4598915854,126.6633194142,2,ic,ic
,월미도,37.4754052899,126.5975833151,2,ic,ic
,을왕리해수욕장,37.4450909900,126.3729296657,2,ic,ic
,민머루해변,37.6515995762,126.3328054311,2,ic,ic
,장경리해수욕장,37.2726568075,126.4499273546,2,ic,ic
,팔미도등대,37.3585312401,126.5110749867,2,ic,ic
,장봉도 한들해수욕장,37.5288391243,126.3468408637,2,ic,ic
,선녀바위해수욕장,37.4403360870,126.3786292754,2,ic,ic
,연미정,37.7708832536,126.5118495876,2,ic,ic
,용화선원,37.4697518861,126.6822979649,2,ic,ic
,인천 경서동 녹청자 요지,37.5582466915,126.6562562094,2,ic,ic
,인천 신현동 회화나무,37.5165100769,126.6674119100,2,ic,ic
,송월동 동화마을,37.4783442274,126.6197312122,2,ic,ic
,월미 관광특구,37.4714251763,126.5964029776,2,ic,ic
,승봉도,37.1665472227,126.3087319826,2,ic,ic
,천상병 귀천(歸天) 공원,37.6815444148,126.3960738035,2,ic,ic
,인천 차이나타운,37.4738502955,126.6191619441,2,ic,ic
,용유도 마시안해변,37.4296490966,126.4162233568,2,ic,ic
,덕적도 능동자갈마당,37.2705482693,126.1024452213,2,ic,ic
,새우타워 전망대,37.3940143699,126.7337148283,2,ic,ic
,미추홀공원,37.3824086759,126.6495089325,2,ic,ic
,연수체육공원,37.4079119059,126.6855993818,2,ic,ic
,서운체육공원,37.5335011493,126.7454182055,2,ic,ic
,경인아라뱃길귤현나루,37.5728188359,126.7474891370,2,ic,ic
,경인아라뱃길 다남공원,37.5745017294,126.7337375680,2,ic,ic
,계양산장미원,37.5471017664,126.7127513617,2,ic,ic
,문학산,37.4377500970,126.6850263834,2,ic,ic
,논현포대근린공원,37.4018685408,126.7069837120,2,ic,ic
,늘솔길공원양떼목장,37.3945696148,126.7197910814,2,ic,ic
,소래포구해오름광장,37.3939393793,126.7337648259,2,ic,ic
,당너머해수욕장,37.2339738255,126.5313376633,2,ic,ic
,몽돌해수욕장(옹진군),37.2841335604,126.4675615457,2,ic,ic
,부평역북광장,37.4905335508,126.7244907601,2,ic,ic
,인천북항다목적부두,37.5055773883,126.6319710049,2,ic,ic
,노가리해수욕장,37.2401331758,126.4713290693,2,ic,ic
,용담리해변,37.2415497410,126.4749287027,2,ic,ic
,석산곶,37.4447568721,126.4847916801,2,ic,ic
,계남해변,37.1594114201,126.2786654689,2,ic,ic
,인천중앙공원,37.4615809589,126.7018547420,2,ic,ic
,미타임강화,37.7632735581,126.3840920734,2,ic,ic
,고려산,37.7407298666,126.4352713405,2,ic,ic
,밧지름해변,37.2152442140,126.1393794447,2,ic,ic
,제물포고등학교 강당,37.4763889721,126.6238531121,2,ic,ic
,수림공원가든,37.4636584583,126.6997437656,3,ic,ic
,선미정,37.4688398960,126.6264947478,3,ic,ic
,선창집,37.7219084379,126.5133785963,3,ic,ic
,이어도참치,37.4166241678,126.6507162086,3,ic,ic
,형제한우소곱창,37.4468409378,126.6980332784,3,ic,ic
,황토장인만찬,37.6059553139,126.5150788956,3,ic,ic
,바다해물탕,37.4528880850,126.7335187640,3,ic,ic
,오거리삼계탕,37.4668915298,126.7061875323,3,ic,ic
,월미도회집,37.4738804632,126.5973556004,3,ic,ic
,풍전식당,37.4545145482,126.6698634116,3,ic,ic
,명월집,37.4720644549,126.6227394453,3,ic,ic
,황제삼계탕,37.4545373369,126.7020743625,3,ic,ic
,버거룸181 (BURGERROOM 181),37.3930712099,126.6429175716,3,ic,ic
,아저씨냉면,37.4783721812,126.6298941724,3,ic,ic
,서해꽃게전문,37.7044582423,126.3865657049,3,ic,ic
,"카페,잠진도길28",37.4222945177,126.4232034765,3,ic,ic
,[백년가게]신포순대,37.4715951275,126.6262808018,3,ic,ic
,[백년가게]전동집,37.4150466733,126.6563935127,3,ic,ic
,라온,37.4450745800,126.7039077920,3,ic,ic
,아트랑 샤브&구이월남쌈,37.4534264294,126.7062906757,3,ic,ic
,익선우대갈비,37.4535291456,126.7034798178,3,ic,ic
,송도 수블라키아,37.3942183884,126.6479781897,3,ic,ic
,공항마을,37.4270328112,126.4206424694,3,ic,ic
,시골집,37.4519701728,126.6570479845,3,ic,ic
,송원식당,37.4451189246,126.6985555008,3,ic,ic
,종가집게장전문점,37.4130968730,126.6548853708,3,ic,ic
,선수미락횟집,37.6401297261,126.3919558843,3,ic,ic
,청송오리,37.4281713093,126.7220982707,3,ic,ic
,명품관,37.4934512841,126.4890510595,3,ic,ic
,까르본,37.4147355747,126.6550380890,3,ic,ic
,태원,37.4397883969,126.6650809232,3,ic,ic
,가보,37.5172167289,126.7340169236,3,ic,ic
,취선,37.5114311568,126.7264511083,3,ic,ic
,송도국제경양식,37.3951792551,126.6404205181,3,ic,ic
,토담식당,37.4717424669,126.6338939919,3,ic,ic
,육교추어탕,37.4435397405,126.7656716498,3,ic,ic
,초심,37.4535685565,126.7332409926,3,ic,ic
,금강산추어탕,37.5454068397,126.6744326853,3,ic,ic
,석남동함흥냉면,37.5011508229,126.6714925209,3,ic,ic
,평양옥,37.5195015053,126.6736334806,3,ic,ic
,하늘가든,37.2577313693,126.4847912526,3,ic,ic
,서산밴댕이,37.4752112286,126.6180592294,3,ic,ic
,태림봉,37.4739641761,126.6194619135,3,ic,ic
,강화어부네꽃게탕,37.7016028506,126.3768888941,3,ic,ic
,아라베스크,37.4719034429,126.6272973671,3,ic,ic
,새벽해장국,37.7421251931,126.4946103065,3,ic,ic
,충남서산집,37.7047138468,126.3910569527,3,ic,ic
,장어마을,37.6098577235,126.5199783387,3,ic,ic
,토가,37.6084977491,126.4175210862,3,ic,ic
,토담마을,37.6888698125,126.3089232569,3,ic,ic
,2022 인천국제디자인페어,37.3727433729,126.6632523919,1,ic,ic
,부평풍물대축제,37.5061983460,126.7216155851,1,ic,ic
,인천여성영화제,37.4613528325,126.6806289059,1,ic,ic
,송도맥주축제,37.4052529114,126.6305766927,1,ic,ic
,송도 홀리몰리 축제,37.4052529114,126.6305766927,1,ic,ic
,삼랑성역사문화축제,37.6321461675,126.4843809763,1,ic,ic
,주안미디어문화축제,37.4588531067,126.6797123926,1,ic,ic
,빙어대잔치,37.7199236130,126.4155126209,1,ic,ic
,인천과학대제전,37.4594903994,126.7506531294,1,ic,ic
,인천개항장 문화재 야행,37.4735225945,126.6213645301,1,ic,ic
,아라문화축제,37.5584902454,126.6074773243,1,ic,ic
,주섬주섬 음악회,37.2224512772,126.1141037807,1,ic,ic
,정서진 피크닉 클래식,37.5156103911,126.6792886287,1,ic,ic
,동인천 낭만시장,37.4766807577,126.6325328678,1,ic,ic
,뮤직플로우페스티벌,37.4822897181,126.7049455502,1,ic,ic
,미추홀 윈터마켓,37.4638692348,126.6822231353,1,ic,ic
,정서진 아라뱃길 카약축제,37.5584902454,126.6074773243,1,ic,ic
,4th ASCOM BLUES FESTIVAL,37.5061261363,126.7218516768,1,ic,ic
,서창별빛거리,37.4455921127,126.7562168986,1,ic,ic
,강화 양오낚시터 빙어축제,37.8001841894,126.4438577810,1,ic,ic
,인천 독서대전,37.4742836371,126.6224810739,1,ic,ic
,달빛가득 부평향교,37.5395472304,126.7207175131,1,ic,ic
,"지성(知性)애(愛) 빠지다, 부평향교",37.5395472304,126.7207175131,1,ic,ic
,인천아트북페어,37.4865831860,126.6779256729,1,ic,ic
,허암예술제,37.5663072480,126.6779234494,1,ic,ic
,시민창작예술축제 <학산마당극'놀래'>,37.4495594272,126.6618920537,1,ic,ic
,연수능허대문화축제,37.3954517696,126.6588132791,1,ic,ic
,인천공항 SKY FESTIVAL,37.4424595183,126.4620216006,1,ic,ic
,학익1동 마을축제 <학나래 종種.점點.축제>,37.4400521551,126.6594119882,1,ic,ic
,달빛가득 계양산성,37.5480519261,126.7280138311,1,ic,ic
,2022 배다리 책피움 한마당,37.4725674340,126.6374741978,1,ic,ic
,영종 씨사이드파크 음악회,37.4818067643,126.5658249252,1,ic,ic
,부평향교 힐링칠링 유생나들이,37.5395472304,126.7207175131,1,ic,ic
,신시모도 삼형제 보물섬 축제,37.5350925598,126.4261862110,1,ic,ic
,영종국제도시 세계전통음식축제,37.4818067643,126.5658249252,1,ic,ic
,아동이 주인공인 행복한 언택트 축제,37.5418851374,126.6806433279,1,ic,ic
,인천 영화 주간 2022,37.4060509763,126.6836357236,1,ic,ic
,강화도왕방마을얼음축제,37.6989596685,126.4312617608,1,ic,ic
,2023 미추홀북 선포식·북콘서트,37.3935321271,126.6349460632,1,ic,ic
,생물사랑 어린이 대축제,37.5614876375,126.6368245602,1,ic,ic
,2023 all nights INCHEON 멀티미디어 드론쇼,37.3923517925,126.6397123278,1,ic,ic
,가족의 달 어린이 축제,37.4891227900,126.5777264136,1,ic,ic
,부평향교 효를 나누는 응다방,37.5395472304,126.7207175131,1,ic,ic
,계양산성 소서팔사(消暑八事) : 계양골 바캉스,37.5480713510,126.7270444752,1,ic,ic
,송도해변축제,37.3961877473,126.6561301700,1,ic,ic
,문화 올데이 연수!,37.4091949621,126.6783277871,1,ic,ic
,둥실둥실해양페스타,37.3923379055,126.6397123282,1,ic,ic
,소래포구 축제,37.3979806750,126.7393253184,1,ic,ic
,인천대공원 벚꽃축제,37.4570603168,126.7614105496,1,ic,ic
,인천펜타포트 락 페스티벌,37.4078332011,126.6324847807,1,ic,ic
,생각하는 정원,33.3254009536,126.2551753838,2,jj,jj
,신양 섭지해수욕장,33.4302500880,126.9280674087,2,jj,jj
,오현단,33.5102931048,126.5255810579,2,jj,jj
,퍼시픽 리솜,33.2450179104,126.4156521304,2,jj,jj
,연화못(하가못),33.4547464297,126.3475200185,2,jj,jj
,엉또폭포,33.2677556083,126.4991777117,2,jj,jj
,금산공원(납읍난대림지대),33.4338956949,126.3307108375,2,jj,jj
,우도(해양도립공원),33.5195017100,126.9510300250,2,jj,jj
,중문관광단지,33.2548917891,126.4136493056,2,jj,jj
,비양도,33.4081108143,126.2274926158,2,jj,jj
,위미1리어촌체험마을,33.2710355577,126.6587526977,2,jj,jj
,북촌 돌하르방공원,33.5396035971,126.6896605755,2,jj,jj
,마라도가는 여객선,33.2074200956,126.2905165994,2,jj,jj
,석부작박물관,33.2503192271,126.5360193536,2,jj,jj
,쇠소깍,33.2521787368,126.6231006558,2,jj,jj
,양금석가옥,33.2913411705,126.6286104061,2,jj,jj
,이중섭 문화거리,33.2476394103,126.5640058774,2,jj,jj
,세화해변,33.5244858032,126.8605738644,2,jj,jj
,조랑말체험공원,33.3833355051,126.7358351388,2,jj,jj
,제주 청수마을,33.3180683119,126.2475734300,2,jj,jj
,수목원테마파크(아이스뮤지엄),33.4706885565,126.4879352279,2,jj,jj
,신화테마파크,33.3065177523,126.3076045827,2,jj,jj
,신화워터파크,33.3072595277,126.3197479556,2,jj,jj
,광치기해변,33.4523086956,126.9239478125,2,jj,jj
,제이엠그랑블루요트,33.2382440357,126.4396057595,2,jj,jj
,서프라이즈 테마파크,33.4652169011,126.6596065516,2,jj,jj
,한라산소주 공장투어,33.4077974098,126.2561567959,2,jj,jj
,닭머르해안길,33.5378331233,126.6132644755,2,jj,jj
,엉덩물계곡,33.2432598241,126.4190129892,2,jj,jj
,중문미로파크,33.2635097906,126.3824129349,2,jj,jj
,논짓물,33.2369517009,126.3881241426,2,jj,jj
,알작지,33.4962044339,126.4412414879,2,jj,jj
,안성리수국길,33.2697020020,126.2837741374,2,jj,jj
,나이롱책방,33.5116956936,126.5234478780,2,jj,jj
,세화 책다방,33.5571061167,126.7939011214,2,jj,jj
,비밀의 숲,33.4537780343,126.7552818445,2,jj,jj
,강정포구,33.2271624839,126.4750196034,2,jj,jj
,고산일과해안도로 (일과리해안도로),33.2751635451,126.1723198098,2,jj,jj
,대포해안,33.2380216246,126.4260597168,2,jj,jj
,교래자연휴양림,33.4513961615,126.6567237837,2,jj,jj
,고내포구,33.4670588041,126.3379150223,2,jj,jj
,협재포구,33.3822279176,126.2498106961,2,jj,jj
,제주 우도 천진항 대합실,33.4928352215,126.9515555965,2,jj,jj
,상가리야자숲,33.4394649613,126.3584888528,2,jj,jj
,답다니수국밭,33.2438882462,126.4642673842,2,jj,jj
,따라비 오름,33.3859437827,126.7503310450,2,jj,jj
,산양큰엉곶,33.2907297100,126.2503099104,2,jj,jj
,더마파크,33.3549530518,126.2430896662,2,jj,jj
,열대과일농장 유진팡,33.3399459590,126.7425272126,2,jj,jj
,휴애리자연생활공원,33.3085171454,126.6344317363,2,jj,jj
,제주에서첫번째,33.5093571109,126.5264143400,3,jj,jj
,종달해녀의집,33.4971507518,126.9109145748,3,jj,jj
,올래국수,33.4914891794,126.4972061735,3,jj,jj
,돈사돈,33.4788761598,126.4640871155,3,jj,jj
,놀맨,33.4624672084,126.3102342006,3,jj,jj
,바다는안보여요,33.4933232117,126.8994489902,3,jj,jj
,옛날옛적,33.4144013834,126.8999785392,3,jj,jj
,새둥지,33.5006748230,126.5317362966,3,jj,jj
,용두암해촌,33.5169642249,126.5027606683,3,jj,jj
,오름가든,33.4369952950,126.6766807133,3,jj,jj
,검은여닭(검은여쉼터),33.2437595709,126.5821627247,3,jj,jj
,안거리 밖거리,33.2442786707,126.5640615038,3,jj,jj
,나운터횟집,33.2409484408,126.5614062527,3,jj,jj
,젠하이드어웨이,33.2292374154,126.3085951026,3,jj,jj
,랜딩 다이닝,33.3049513971,126.3164038528,3,jj,jj
,씨리얼 (씨리얼제주),33.4143357516,126.2674140038,3,jj,jj
,곰막식당/곰막,33.5568605164,126.7205186105,3,jj,jj
,안녕전복,33.5128677248,126.5196176286,3,jj,jj
,몽상드 애월점,33.4629560277,126.3092176115,3,jj,jj
,카페 노티드 제주,33.4632948867,126.3097481132,3,jj,jj
,애월튀김간,33.4644588060,126.3198027674,3,jj,jj
,꽃밥,33.4515461682,126.3084984856,3,jj,jj
,홍성방,33.2201653043,126.2517224623,3,jj,jj
,논짓물식당,33.4886727444,126.4921761188,3,jj,jj
,카페리,33.5339788601,126.8396699040,3,jj,jj
,쪼끄뜨레,33.3506914765,126.1833449563,3,jj,jj
,애월전분공장,33.4783997251,126.3702286221,3,jj,jj
,제주태백산본점,33.4947577845,126.4672059296,3,jj,jj
,사일리커피,33.1999817993,126.2759124763,3,jj,jj
,애월빵공장앤카페,33.4483158609,126.3015741601,3,jj,jj
,중문수두리보말칼국수,33.2516062199,126.4250095051,3,jj,jj
,버드나무집,33.5413197163,126.6673958034,3,jj,jj
,숙성도노형본관,33.4850591422,126.4850351548,3,jj,jj
,서귀피안 베이커리,33.4352827669,126.9219900411,3,jj,jj
,라 플라주,33.5427390309,126.6690845131,3,jj,jj
,제주셀로나,33.5234358154,126.8541411139,3,jj,jj
,고기에오르다 노형직영점,33.4825954186,126.4783246831,3,jj,jj
,서귀포괸당네,33.2431066335,126.5675612265,3,jj,jj
,금강민물장어,33.2543165395,126.5695496912,3,jj,jj
,성읍칠십리식당,33.3892692352,126.8013293276,3,jj,jj
,오조해녀의집,33.4697956273,126.9223364380,3,jj,jj
,장수해장국,33.2525699403,126.4210514935,3,jj,jj
,진미명가,33.2283513861,126.3076174292,3,jj,jj
,천제연토속음식점,33.2567248764,126.4108745060,3,jj,jj
,하르방밀면,33.2258786262,126.2558108700,3,jj,jj
,고관심해장국,33.3011996689,126.1795602716,3,jj,jj
,삼성혈해물탕,33.4912225503,126.4977255785,3,jj,jj
,성산해오름식당,33.4643630428,126.9315329889,3,jj,jj
,서귀포흑돼지명가,33.2441004742,126.5363861278,3,jj,jj
,제주미향,33.2551612466,126.4163601758,3,jj,jj
,제주레저힐링축제,33.5427390309,126.6690845131,1,jj,jj
,제주올레걷기축제,33.2474365704,126.5586702334,1,jj,jj
,예래생태체험축제,33.2367128455,126.3885768862,1,jj,jj
,제주국제관악제,33.5048855642,126.5377440121,1,jj,jj
,탐라문화제,33.5181838831,126.5246670689,1,jj,jj
,제주성산일출축제,33.4581111174,126.9415156012,1,jj,jj
,서귀포 겨울바다 국제펭귄수영대회,33.2450179104,126.4156521304,1,jj,jj
,서귀포유채꽃축제,33.3834771540,126.7356684832,1,jj,jj
,제주 튤립축제 in 한림공원,33.3897241270,126.2381087692,1,jj,jj
,제주 한림공원 매화 축제,33.3902018773,126.2397419496,1,jj,jj
,제주 한림공원 수국 축제,33.3902018773,126.2397419496,1,jj,jj
,제주옹기굴제,33.2828107186,126.2233124316,1,jj,jj
,제주 한림공원 수선화 축제,33.3897241270,126.2381087692,1,jj,jj
,제주 한림공원 왕벚꽃축제,33.3897241270,126.2381087692,1,jj,jj
,휴애리 유럽 수국축제,33.3085171454,126.6344317363,1,jj,jj
,2023 제주카페스타,33.2412740186,126.4244958917,1,jj,jj
,한림공원 부겐빌레아 축제,33.3902018773,126.2397419496,1,jj,jj
,휴애리 핑크뮬리 축제,33.3085171454,126.6344317363,1,jj,jj
,휴애리 동백축제,33.3085171454,126.6344317363,1,jj,jj
,마노르블랑 수국축제,33.2580867635,126.2930374799,1,jj,jj
,마노르블랑 봄꽃축제,33.2548510403,126.2949957149,1,jj,jj
,세계유산축전 - '제주 화산섬과 용암동굴',33.4569020299,126.7142575546,1,jj,jj
,제주민속촌 수국축제,33.3213162956,126.8431022619,1,jj,jj
,제주민속촌 귀몽,33.3213690665,126.8430383774,1,jj,jj
,제주잇쇼,33.4862703456,126.4992561133,1,jj,jj
,휴애리 봄 수국축제,33.3083171551,126.6336401426,1,jj,jj
,휴애리 여름 수국축제,33.3083171551,126.6336401426,1,jj,jj
,비체올린 능소화축제,33.3492032905,126.2177586632,1,jj,jj
,VACATION IN SNOOPY GARDEN,33.4434017790,126.7786189466,1,jj,jj
,제주청년의 날,33.5135732874,126.5249449273,1,jj,jj
,제주 반려동물 문화축제,33.3640816734,126.3609875479,1,jj,jj
,HAPPINESS IS THE GREAT PUMKIN IN SNOPPY GARDEN,33.4434017790,126.7786189466,1,jj,jj
,수눌음축제,33.3340733448,126.3270161708,1,jj,jj
,신산 빛의거리,33.5066297624,126.5344109288,1,jj,jj
,사계로 페스티벌,33.2311233201,126.3087589355,1,jj,jj
,2022 제주고교학점제 박람회,33.4780375385,126.4750584030,1,jj,jj
,휴애리 유채꽃 축제,33.3083171551,126.6336401426,1,jj,jj
,순수미술연구회 기획전 < 지금 그리고 여기 >,33.5129511220,126.5242172272,1,jj,jj
,제주고산리유적 선사축제,33.3044852037,126.1659113851,1,jj,jj
,"생생문화재 신석기시대 첫 사람, 제주 선샤인",33.3044852037,126.1659113851,1,jj,jj
,<일심동체> 연동 그 다섯 번째 이야기,33.5129511220,126.5242172272,1,jj,jj
,베니스랜드 유럽수국축제(야간개장),33.4165640646,126.8399364686,1,jj,jj
,구팔일 올데이 페스티벌,33.3909038082,126.3673891687,1,jj,jj
,스누피 가든 SUMMER CAMP,33.4434017790,126.7786189466,1,jj,jj
,휴애리 매화축제,33.3085171454,126.6344317363,1,jj,jj
,서귀포칠십리축제,33.2419428720,126.5675084795,1,jj,jj
,한라산 청정 고사리축제,33.3300848941,126.6773497506,1,jj,jj
,제주들불축제,33.3674368137,126.3581488312,1,jj,jj
,탐라국입춘굿축제,33.5135065799,126.5219479674,1,jj,jj
,강촌유원지,37.8157038798,127.6325486998,2,chuncheon,go
,등선폭포(삼악산),37.8260420693,127.6596487065,2,chuncheon,go
,구송폭포(구성폭포),37.9783050468,127.8159299508,2,chuncheon,go
,청평사계곡,37.9810241346,127.8137800650,2,chuncheon,go
,추곡약수터,38.0373384358,127.8890520721,2,chuncheon,go
,육림랜드,37.9191962453,127.7200932212,2,chuncheon,go
,청평사(춘천),37.9865372915,127.8089858927,2,chuncheon,go
,춘천향교,37.8815869943,127.7341180616,2,chuncheon,go
,강원도립화목원,37.9233347533,127.7254731639,2,chuncheon,go
,소양강댐,37.9487918001,127.8150725784,2,chuncheon,go
,집다리골자연휴양림,37.9779923535,127.5803958778,2,chuncheon,go
,공지천(황금비늘테마거리),37.8746484542,127.7094955095,2,chuncheon,go
,엘리시안 강촌,37.8301345384,127.5787976128,2,chuncheon,go
,구곡폭포,37.7939337577,127.6092986794,2,chuncheon,go
,김유정문학촌,37.8184190354,127.7176992055,2,chuncheon,go
,물안마을,37.9794781054,127.8677251986,2,chuncheon,go
,춘천옥동굴체험장(옥산가)&달아실,37.9200893993,127.8051965568,2,chuncheon,go
,춘천김정은가옥,37.8449717137,127.7290001690,2,chuncheon,go
,춘천최재근가옥,37.8431857826,127.7275198016,2,chuncheon,go
,강원 경찰충혼탑,37.9165380832,127.7126856416,2,chuncheon,go
,춘천 근화동 당간지주,37.8922021909,127.7214938960,2,chuncheon,go
,소양호 유람선,37.9516748164,127.8161001765,2,chuncheon,go
,춘천 솔바우마을,37.9956894887,127.6864467887,2,chuncheon,go
,소양강처녀상,37.8934354331,127.7242936044,2,chuncheon,go
,춘천문학공원,37.9009396034,127.6968514363,2,chuncheon,go
,제이드가든,37.8325530155,127.5417314729,2,chuncheon,go
,소양강스카이워크,37.8934354331,127.7242936044,2,chuncheon,go
,해피초원목장,37.9792499101,127.6957492075,2,chuncheon,go
,의암스카이워크,37.8471622126,127.6799656772,2,chuncheon,go
,강원숲체험장,37.9630563077,127.6397214646,2,chuncheon,go
,춘천 명동 닭갈비 골목,37.8792565910,127.7277353786,2,chuncheon,go
,춘천명동거리,37.8800481627,127.7275492614,2,chuncheon,go
,강아지숲,37.7364886333,127.6620400154,2,chuncheon,go
,공지천유원지,37.8746901179,127.7096010535,2,chuncheon,go
,국립춘천숲체원,37.9785986109,127.7707618348,2,chuncheon,go
,춘천물레길,37.8549558579,127.6857315890,2,chuncheon,go
,춘천평화생태공원꿈자람물정원,37.8807840608,127.7207470806,2,chuncheon,go
,육림고개,37.8775957069,127.7295435962,2,chuncheon,go
,하중도수변생태공원,37.8784698682,127.6899693958,2,chuncheon,go
,월드온천24,37.9498322024,127.7540086643,2,chuncheon,go
,춘천꿈자람어린이공원,37.8855640772,127.7216135262,2,chuncheon,go
,죽림동성당,37.8767707550,127.7269633008,2,chuncheon,go
,장절공신숭겸장군묘역,37.9032942352,127.6619378797,2,chuncheon,go
,배후령고개,37.9775351697,127.7880797332,2,chuncheon,go
,상원사(춘천),37.8411182785,127.6696112431,2,chuncheon,go
,국립 용화산자연휴양림,38.0062332216,127.7141439487,2,chuncheon,go
,춘천숲자연휴양림,37.7479499166,127.7429850999,2,chuncheon,go
,삼운사(춘천),37.8882669154,127.7417393913,2,chuncheon,go
,춘천 강언덕마을 [농촌전통테마],37.6803692605,127.6139376994,2,chuncheon,go
,충렬탑(강원),37.9162275497,127.7416802323,2,chuncheon,go
,대나무집,37.7966863427,127.6161729723,3,chuncheon,go
,봉운장갈비,37.8835810460,127.7254937877,3,chuncheon,go
,소양강양어장,37.9251439294,127.7818346440,3,chuncheon,go
